x    ,  y    ,  z
-0.49,-0.1299999999999999,-0.1911130040000003
-0.49,-0.1200000000000001,-0.18720572200000019
-0.49,-0.1100000000000001,-0.18261569200000027
-0.49,-0.10000000000000009,-0.1773596519999998
-0.49,-0.09000000000000008,-0.17145677200000053
-0.49,-0.08000000000000007,-0.16492858200000027
-0.49,-0.07000000000000006,-0.15779888800000064
-0.49,-0.06000000000000005,-0.1500936920000001
-0.49,-0.050000000000000044,-0.14184109800000044
-0.49,-0.040000000000000036,-0.1330712039999995
-0.49,-0.030000000000000027,-0.12381598999999999
-0.49,-0.020000000000000018,-0.11410921399999974
-0.49,-0.010000000000000009,-0.10398627600000054
-0.49,0.0,-0.09348409400000013
-0.48,-0.5,0.06001627600000026
-0.48,-0.49,0.04831293600000075
-0.48,-0.48,0.03643105600000074
-0.48,-0.47,0.024414545999999815
-0.48,-0.45999999999999996,0.01230781000000003
-0.48,-0.44999999999999996,1.555920000000377E-4
-0.48,-0.43999999999999995,-0.01199720200000054
-0.48,-0.42999999999999994,-0.02410565800000053
-0.48,-0.41999999999999993,-0.03612503399999978
-0.48,-0.4099999999999999,-0.048010910000000684
-0.48,-0.3999999999999999,-0.059719359999999666
-0.48,-0.3899999999999999,-0.07120711799999957
-0.48,-0.3799999999999999,-0.08243173000000037
-0.48,-0.3700000000000001,-0.09335171400000064
-0.48,-0.3600000000000001,-0.10392671799999964
-0.48,-0.3500000000000001,-0.11411765999999945
-0.48,-0.3400000000000001,-0.12388688000000059
-0.48,-0.33000000000000007,-0.1331982780000004
-0.48,-0.32000000000000006,-0.14201743999999938
-0.48,-0.31000000000000005,-0.15031177599999945
-0.48,-0.30000000000000004,-0.15805063399999997
-0.48,-0.29000000000000004,-0.1652054160000006
-0.48,-0.28,-0.1717496819999994
-0.48,-0.27,-0.17765924800000055
-0.48,-0.26,-0.18291227200000004
-0.48,-0.25,-0.1874893439999994
-0.48,-0.24,-0.19137354799999995
-0.48,-0.22999999999999998,-0.1945505319999995
-0.48,-0.21999999999999997,-0.19700855399999995
-0.48,-0.20999999999999996,-0.19873852999999997
-0.48,-0.19999999999999996,-0.19973406799999938
-0.48,-0.18999999999999995,-0.19999148800000055
-0.48,-0.17999999999999994,-0.19950984000000038
-0.48,-0.16999999999999993,-0.1982909039999996
-0.48,-0.15999999999999992,-0.19633918199999978
-0.48,-0.1499999999999999,-0.19366188799999973
-0.48,-0.1399999999999999,-0.19026891799999957
-0.48,-0.1299999999999999,-0.1861728060000004
-0.48,-0.1200000000000001,-0.18138869600000052
-0.48,-0.1100000000000001,-0.17593425999999968
-0.48,-0.10000000000000009,-0.16982966199999938
-0.48,-0.09000000000000008,-0.1630974559999998
-0.48,-0.08000000000000007,-0.15576252399999935
-0.48,-0.07000000000000006,-0.14785197199999944
-0.48,-0.06000000000000005,-0.13939503200000014
-0.48,-0.050000000000000044,-0.1304229579999998
-0.48,-0.040000000000000036,-0.12096890400000004
-0.48,-0.030000000000000027,-0.11106781200000027
-0.48,-0.020000000000000018,-0.10075626600000054
-0.48,-0.010000000000000009,-0.09007237800000067
-0.48,0.0,-0.0790556240000001
-0.47,-0.5,0.04846818200000058
-0.47,-0.49,0.03650971400000036
-0.47,-0.48,0.024414545999999815
-0.47,-0.47,0.012227962000000092
-0.47,-0.45999999999999996,-4.40799999945618E-6
-0.47,-0.44999999999999996,-0.012236760000000402
-0.47,-0.43999999999999995,-0.024423296000000483
-0.47,-0.42999999999999994,-0.036518381999999905
-0.47,-0.41999999999999993,-0.04847673400000052
-0.47,-0.4099999999999999,-0.06025357799999964
-0.47,-0.3999999999999999,-0.07180481399999938
-0.47,-0.3899999999999999,-0.08308719399999942
-0.47,-0.3799999999999999,-0.09405847400000056
-0.47,-0.3700000000000001,-0.10467757199999994
-0.47,-0.3600000000000001,-0.11490473000000068
-0.47,-0.3500000000000001,-0.12470165200000027
-0.47,-0.3400000000000001,-0.13403165800000072
-0.47,-0.33000000000000007,-0.14285981400000058
-0.47,-0.32000000000000006,-0.1511530640000004
-0.47,-0.31000000000000005,-0.15888035600000028
-0.47,-0.30000000000000004,-0.16601275600000065
-0.47,-0.29000000000000004,-0.17252356000000046
-0.47,-0.28,-0.17838838800000045
-0.47,-0.27,-0.1835852819999999
-0.47,-0.26,-0.1880947820000003
-0.47,-0.25,-0.19190000600000023
-0.47,-0.24,-0.19498670400000007
-0.47,-0.22999999999999998,-0.19734331800000005
-0.47,-0.21999999999999997,-0.19896102600000065
-0.47,-0.20999999999999996,-0.19983376800000063
-0.47,-0.19999999999999996,-0.19995827999999993
-0.47,-0.18999999999999995,-0.19933409399999957
-0.47,-0.17999999999999994,-0.19796354599999977
-0.47,-0.16999999999999993,-0.1958517700000002
-0.47,-0.15999999999999992,-0.19300667199999988
-0.47,-0.1499999999999999,-0.1894389039999993
-0.47,-0.1399999999999999,-0.18516182599999953
-0.47,-0.1299999999999999,-0.18019145199999964
-0.47,-0.1200000000000001,-0.17454639200000055
-0.47,-0.1100000000000001,-0.16824778200000023
-0.47,-0.10000000000000009,-0.16131920800000044
-0.47,-0.09000000000000008,-0.15378661000000027
-0.47,-0.08000000000000007,-0.14567819399999993
-0.47,-0.07000000000000006,-0.13702432000000042
-0.47,-0.06000000000000005,-0.12785738799999957
-0.47,-0.050000000000000044,-0.11821172399999968
-0.47,-0.040000000000000036,-0.10812344400000029
-0.47,-0.030000000000000027,-0.09763032000000038
-0.47,-0.020000000000000018,-0.08677164199999932
-0.47,-0.010000000000000009,-0.07558806600000023
-0.47,0.0,-0.06412147000000057
-0.45999999999999996,-0.5,0.03674565599999946
-0.45999999999999996,-0.49,0.024573340000000554
-0.45999999999999996,-0.48,0.01230781000000003
-0.45999999999999996,-0.47,-4.40799999945618E-6
-0.45999999999999996,-0.45999999999999996,-0.012316610000000616
-0.45999999999999996,-0.44999999999999996,-0.02458208999999978
-0.45999999999999996,-0.43999999999999995,-0.03675432200000017
-0.45999999999999996,-0.42999999999999994,-0.04878712999999946
-0.45999999999999996,-0.41999999999999993,-0.06063487199999995
-0.45999999999999996,-0.4099999999999999,-0.07225260400000055
-0.45999999999999996,-0.3999999999999999,-0.08359625599999987
-0.45999999999999996,-0.3899999999999999,-0.09462279800000029
-0.45999999999999996,-0.3799999999999999,-0.10529039999999978
-0.45999999999999996,-0.3700000000000001,-0.11555859999999996
-0.45999999999999996,-0.3600000000000001,-0.12538844200000054
-0.45999999999999996,-0.3500000000000001,-0.13474264200000052
-0.45999999999999996,-0.3400000000000001,-0.14358571399999964
-0.45999999999999996,-0.33000000000000007,-0.15188411400000068
-0.45999999999999996,-0.32000000000000006,-0.15960636199999956
-0.45999999999999996,-0.31000000000000005,-0.16672316599999992
-0.45999999999999996,-0.30000000000000004,-0.17320753000000055
-0.45999999999999996,-0.29000000000000004,-0.17903485399999963
-0.45999999999999996,-0.28,-0.1841830360000003
-0.45999999999999996,-0.27,-0.1886325439999993
-0.45999999999999996,-0.26,-0.1923665
-0.45999999999999996,-0.25,-0.19537074200000004
-0.45999999999999996,-0.24,-0.19763387200000015
-0.45999999999999996,-0.22999999999999998,-0.1991473060000004
-0.45999999999999996,-0.21999999999999997,-0.19990530200000056
-0.45999999999999996,-0.20999999999999996,-0.19990498599999995
-0.45999999999999996,-0.19999999999999996,-0.19914635599999997
-0.45999999999999996,-0.18999999999999995,-0.19763229400000026
-0.45999999999999996,-0.17999999999999994,-0.19536854199999998
-0.45999999999999996,-0.16999999999999993,-0.1923636860000002
-0.45999999999999996,-0.15999999999999992,-0.18862912599999926
-0.45999999999999996,-0.1499999999999999,-0.18417902599999958
-0.45999999999999996,-0.1399999999999999,-0.17903026999999982
-0.45999999999999996,-0.1299999999999999,-0.17320238799999998
-0.45999999999999996,-0.1200000000000001,-0.16671748600000025
-0.45999999999999996,-0.1100000000000001,-0.15960016399999977
-0.45999999999999996,-0.10000000000000009,-0.15187742199999976
-0.45999999999999996,-0.09000000000000008,-0.14357855399999975
-0.45999999999999996,-0.08000000000000007,-0.13473503999999958
-0.45999999999999996,-0.07000000000000006,-0.12538042999999988
-0.45999999999999996,-0.06000000000000005,-0.11555020400000016
-0.45999999999999996,-0.050000000000000044,-0.10528165599999961
-0.45999999999999996,-0.040000000000000036,-0.09461373599999945
-0.45999999999999996,-0.030000000000000027,-0.08358691199999979
-0.45999999999999996,-0.020000000000000018,-0.072243014
-0.45999999999999996,-0.010000000000000009,-0.06062507200000056
-0.45999999999999996,0.0,-0.04877715599999988
-0.44999999999999996,-0.5,0.024890883999999946
-0.44999999999999996,-0.49,0.012547345999999404
-0.44999999999999996,-0.48,1.555920000000377E-4
-0.44999999999999996,-0.47,-0.012236760000000402
-0.44999999999999996,-0.45999999999999996,-0.02458208999999978
-0.44999999999999996,-0.44999999999999996,-0.036832956000000694
-0.44999999999999996,-0.43999999999999995,-0.04894228200000017
-0.44999999999999996,-0.42999999999999994,-0.06086353400000066
-0.44999999999999996,-0.41999999999999993,-0.0725509000000002
-0.44999999999999996,-0.4099999999999999,-0.08395947199999942
-0.44999999999999996,-0.3999999999999999,-0.09504540599999989
-0.44999999999999996,-0.3899999999999999,-0.1057661019999998
-0.44999999999999996,-0.3799999999999999,-0.11608036399999977
-0.44999999999999996,-0.3700000000000001,-0.1259485560000002
-0.44999999999999996,-0.3600000000000001,-0.13533275599999972
-0.44999999999999996,-0.3500000000000001,-0.1441969040000004
-0.44999999999999996,-0.3400000000000001,-0.15250693800000048
-0.44999999999999996,-0.33000000000000007,-0.16023092199999955
-0.44999999999999996,-0.32000000000000006,-0.16733917399999998
-0.44999999999999996,-0.31000000000000005,-0.17380438200000015
-0.44999999999999996,-0.30000000000000004,-0.17960170000000064
-0.44999999999999996,-0.29000000000000004,-0.1847088499999998
-0.44999999999999996,-0.28,-0.1891062059999996
-0.44999999999999996,-0.27,-0.19277687200000027
-0.44999999999999996,-0.26,-0.19570674
-0.44999999999999996,-0.25,-0.19788455199999933
-0.44999999999999996,-0.24,-0.19930193999999946
-0.44999999999999996,-0.22999999999999998,-0.19995345600000003
-0.44999999999999996,-0.21999999999999997,-0.1998365980000003
-0.44999999999999996,-0.20999999999999996,-0.19895181400000017
-0.44999999999999996,-0.19999999999999996,-0.1973025039999996
-0.44999999999999996,-0.18999999999999995,-0.1948950060000001
-0.44999999999999996,-0.17999999999999994,-0.19173857199999988
-0.44999999999999996,-0.16999999999999993,-0.18784533000000037
-0.44999999999999996,-0.15999999999999992,-0.1832302420000005
-0.44999999999999996,-0.1499999999999999,-0.17791104399999969
-0.44999999999999996,-0.1399999999999999,-0.17190817399999925
-0.44999999999999996,-0.1299999999999999,-0.16524469999999947
-0.44999999999999996,-0.1200000000000001,-0.1579462300000003
-0.44999999999999996,-0.1100000000000001,-0.15004080799999997
-0.44999999999999996,-0.10000000000000009,-0.1415588139999997
-0.44999999999999996,-0.09000000000000008,-0.13253284400000065
-0.44999999999999996,-0.08000000000000007,-0.12299757800000033
-0.44999999999999996,-0.07000000000000006,-0.11298966399999988
-0.44999999999999996,-0.06000000000000005,-0.10254755400000026
-0.44999999999999996,-0.050000000000000044,-0.0917113779999994
-0.44999999999999996,-0.040000000000000036,-0.08052277799999952
-0.44999999999999996,-0.030000000000000027,-0.06902474599999953
-0.44999999999999996,-0.020000000000000018,-0.05726146800000009
-0.44999999999999996,-0.010000000000000009,-0.04527814799999985
-0.44999999999999996,0.0,-0.033120836000000486
-0.43999999999999995,-0.5,0.012946533999999676
-0.43999999999999995,-0.49,4.7559199999946955E-4
-0.43999999999999995,-0.48,-0.01199720200000054
-0.43999999999999995,-0.47,-0.024423296000000483
-0.43999999999999995,-0.45999999999999996,-0.03675432200000017
-0.43999999999999995,-0.44999999999999996,-0.04894228200000017
-0.43999999999999995,-0.43999999999999995,-0.06093973400000008
-0.43999999999999995,-0.42999999999999994,-0.07269997799999994
-0.43999999999999995,-0.41999999999999993,-0.0841772399999996
-0.43999999999999995,-0.4099999999999999,-0.09532683999999991
-0.43999999999999995,-0.3999999999999999,-0.10610538199999975
-0.43999999999999995,-0.3899999999999999,-0.11647090799999948
-0.43999999999999995,-0.3799999999999999,-0.1263830720000001
-0.43999999999999995,-0.3700000000000001,-0.1358032899999998
-0.43999999999999995,-0.3600000000000001,-0.1446948939999999
-0.43999999999999995,-0.3500000000000001,-0.15302327400000026
-0.43999999999999995,-0.3400000000000001,-0.16075601200000023
-0.43999999999999995,-0.33000000000000007,-0.16786300600000037
-0.43999999999999995,-0.32000000000000006,-0.17431659599999993
-0.43999999999999995,-0.31000000000000005,-0.1800916580000006
-0.43999999999999995,-0.30000000000000004,-0.18516571400000004
-0.43999999999999995,-0.29000000000000004,-0.18951901199999954
-0.43999999999999995,-0.28,-0.1931346079999997
-0.43999999999999995,-0.27,-0.19599843000000017
-0.43999999999999995,-0.26,-0.19809932800000074
-0.43999999999999995,-0.25,-0.19942912399999957
-0.43999999999999995,-0.24,-0.19998264400000065
-0.43999999999999995,-0.22999999999999998,-0.19975773200000047
-0.43999999999999995,-0.21999999999999997,-0.19875526400000043
-0.43999999999999995,-0.20999999999999996,-0.1969791400000005
-0.43999999999999995,-0.19999999999999996,-0.19443627800000063
-0.43999999999999995,-0.18999999999999995,-0.19113657200000067
-0.43999999999999995,-0.17999999999999994,-0.1870928660000004
-0.43999999999999995,-0.16999999999999993,-0.18232090399999945
-0.43999999999999995,-0.15999999999999992,-0.17683925799999967
-0.43999999999999995,-0.1499999999999999,-0.1706692660000002
-0.43999999999999995,-0.1399999999999999,-0.1638349419999997
-0.43999999999999995,-0.1299999999999999,-0.15636289400000014
-0.43999999999999995,-0.1200000000000001,-0.14828220200000009
-0.43999999999999995,-0.1100000000000001,-0.13962432400000035
-0.43999999999999995,-0.10000000000000009,-0.1304229579999998
-0.43999999999999995,-0.09000000000000008,-0.12071392000000003
-0.43999999999999995,-0.08000000000000007,-0.11053500400000049
-0.43999999999999995,-0.07000000000000006,-0.0999258319999996
-0.43999999999999995,-0.06000000000000005,-0.08892769800000055
-0.43999999999999995,-0.050000000000000044,-0.07758341199999985
-0.43999999999999995,-0.040000000000000036,-0.06593713400000067
-0.43999999999999995,-0.030000000000000027,-0.05403419600000059
-0.43999999999999995,-0.020000000000000018,-0.04192093000000052
-0.43999999999999995,-0.010000000000000009,-0.029644487999999525
-0.43999999999999995,0.0,-0.017252654000000645
-0.42999999999999994,-0.5,9.555879999993966E-4
-0.42999999999999994,-0.49,-0.01159789799999944
-0.42999999999999994,-0.48,-0.02410565800000053
-0.42999999999999994,-0.47,-0.036518381999999905
-0.42999999999999994,-0.45999999999999996,-0.04878712999999946
-0.42999999999999994,-0.44999999999999996,-0.06086353400000066
-0.42999999999999994,-0.43999999999999995,-0.07269997799999994
-0.42999999999999994,-0.42999999999999994,-0.08424980199999932
-0.42999999999999994,-0.41999999999999993,-0.09546746599999945
-0.42999999999999994,-0.4099999999999999,-0.10630874600000051
-0.42999999999999994,-0.3999999999999999,-0.11673089800000014
-0.42999999999999994,-0.3899999999999999,-0.12669283400000064
-0.42999999999999994,-0.3799999999999999,-0.1361552779999997
-0.42999999999999994,-0.3700000000000001,-0.14508092199999967
-0.42999999999999994,-0.3600000000000001,-0.15343457999999965
-0.42999999999999994,-0.3500000000000001,-0.16118331600000035
-0.42999999999999994,-0.3400000000000001,-0.1682965780000003
-0.42999999999999994,-0.33000000000000007,-0.17474632400000023
-0.42999999999999994,-0.32000000000000006,-0.18050712600000052
-0.42999999999999994,-0.31000000000000005,-0.1855562699999993
-0.42999999999999994,-0.30000000000000004,-0.18987384999999934
-0.42999999999999994,-0.29000000000000004,-0.19344284400000045
-0.42999999999999994,-0.28,-0.19624917999999947
-0.42999999999999994,-0.27,-0.1982817960000005
-0.42999999999999994,-0.26,-0.19953267799999996
-0.42999999999999994,-0.25,-0.19999689200000004
-0.42999999999999994,-0.24,-0.19967261200000053
-0.42999999999999994,-0.22999999999999998,-0.19856111200000015
-0.42999999999999994,-0.21999999999999997,-0.1966667760000007
-0.42999999999999994,-0.20999999999999996,-0.1939970720000005
-0.42999999999999994,-0.19999999999999996,-0.1905625279999995
-0.42999999999999994,-0.18999999999999995,-0.18637668199999946
-0.42999999999999994,-0.17999999999999994,-0.18145603800000032
-0.42999999999999994,-0.16999999999999993,-0.1758199939999997
-0.42999999999999994,-0.15999999999999992,-0.16949077400000045
-0.42999999999999994,-0.1499999999999999,-0.16249332799999938
-0.42999999999999994,-0.1399999999999999,-0.15485524599999967
-0.42999999999999994,-0.1299999999999999,-0.14660663800000007
-0.42999999999999994,-0.1200000000000001,-0.1377800300000004
-0.42999999999999994,-0.1100000000000001,-0.12841021600000035
-0.42999999999999994,-0.10000000000000009,-0.11853413999999984
-0.42999999999999994,-0.09000000000000008,-0.10819073600000029
-0.42999999999999994,-0.08000000000000007,-0.09742078799999943
-0.42999999999999994,-0.07000000000000006,-0.08626675200000022
-0.42999999999999994,-0.06000000000000005,-0.07477260800000063
-0.42999999999999994,-0.050000000000000044,-0.06298366799999966
-0.42999999999999994,-0.040000000000000036,-0.050946412000000385
-0.42999999999999994,-0.030000000000000027,-0.038708298000000196
-0.42999999999999994,-0.020000000000000018,-0.02631757599999962
-0.42999999999999994,-0.010000000000000009,-0.013823093999999925
-0.42999999999999994,0.0,-0.001274114000000326
-0.41999999999999993,-0.5,-0.011038795999999684
-0.41999999999999993,-0.49,-0.02362909000000002
-0.41999999999999993,-0.48,-0.03612503399999978
-0.41999999999999993,-0.47,-0.04847673400000052
-0.41999999999999993,-0.45999999999999996,-0.06063487199999995
-0.41999999999999993,-0.44999999999999996,-0.0725509000000002
-0.41999999999999993,-0.43999999999999995,-0.0841772399999996
-0.41999999999999993,-0.42999999999999994,-0.09546746599999945
-0.41999999999999993,-0.41999999999999993,-0.10637650000000032
-0.41999999999999993,-0.4099999999999999,-0.11686078000000033
-0.41999999999999993,-0.3999999999999999,-0.12687844799999937
-0.41999999999999993,-0.3899999999999999,-0.13638949999999994
-0.41999999999999993,-0.3799999999999999,-0.14535596199999934
-0.41999999999999993,-0.3700000000000001,-0.15374202999999942
-0.41999999999999993,-0.3600000000000001,-0.16151421999999938
-0.41999999999999993,-0.3500000000000001,-0.1686414979999995
-0.41999999999999993,-0.3400000000000001,-0.17509540599999984
-0.41999999999999993,-0.33000000000000007,-0.18085017199999953
-0.41999999999999993,-0.32000000000000006,-0.1858828220000006
-0.41999999999999993,-0.31000000000000005,-0.1901732559999999
-0.41999999999999993,-0.30000000000000004,-0.19370434800000003
-0.41999999999999993,-0.29000000000000004,-0.19646199400000053
-0.41999999999999993,-0.28,-0.19843518400000026
-0.41999999999999993,-0.27,-0.1996160419999995
-0.41999999999999993,-0.26,-0.19999985000000042
-0.41999999999999993,-0.25,-0.19958507599999964
-0.41999999999999993,-0.24,-0.19837337799999943
-0.41999999999999993,-0.22999999999999998,-0.1963695920000006
-0.41999999999999993,-0.21999999999999997,-0.1935817200000003
-0.41999999999999993,-0.20999999999999996,-0.19002089199999972
-0.41999999999999993,-0.19999999999999996,-0.18570133000000055
-0.41999999999999993,-0.18999999999999995,-0.18064027799999993
-0.41999999999999993,-0.17999999999999994,-0.174857944
-0.41999999999999993,-0.16999999999999993,-0.16837742000000022
-0.41999999999999993,-0.15999999999999992,-0.16122457999999962
-0.41999999999999993,-0.1499999999999999,-0.15342798399999968
-0.41999999999999993,-0.1399999999999999,-0.1450187619999994
-0.41999999999999993,-0.1299999999999999,-0.1360304959999994
-0.41999999999999993,-0.1200000000000001,-0.12649906999999982
-0.41999999999999993,-0.1100000000000001,-0.11646254599999961
-0.41999999999999993,-0.10000000000000009,-0.10596099800000047
-0.41999999999999993,-0.09000000000000008,-0.09503635599999993
-0.41999999999999993,-0.08000000000000007,-0.08373224200000062
-0.41999999999999993,-0.07000000000000006,-0.07209379399999993
-0.41999999999999993,-0.06000000000000005,-0.060167481999999994
-0.41999999999999993,-0.050000000000000044,-0.04800092400000011
-0.41999999999999993,-0.040000000000000036,-0.03564270600000019
-0.41999999999999993,-0.030000000000000027,-0.023142167999999685
-0.41999999999999993,-0.020000000000000018,-0.010549226000000522
-0.41999999999999993,-0.010000000000000009,0.0020858399999994504
-0.41999999999999993,0.0,0.014712575999999533
-0.4099999999999999,-0.5,-0.022993452000000025
-0.4099999999999999,-0.49,-0.03557410399999983
-0.4099999999999999,-0.48,-0.048010910000000684
-0.4099999999999999,-0.47,-0.06025357799999964
-0.4099999999999999,-0.45999999999999996,-0.07225260400000055
-0.4099999999999999,-0.44999999999999996,-0.08395947199999942
-0.4099999999999999,-0.43999999999999995,-0.09532683999999991
-0.4099999999999999,-0.42999999999999994,-0.10630874600000051
-0.4099999999999999,-0.41999999999999993,-0.11686078000000033
-0.4099999999999999,-0.4099999999999999,-0.1269402779999993
-0.4099999999999999,-0.3999999999999999,-0.13650647999999987
-0.4099999999999999,-0.3899999999999999,-0.14552070600000067
-0.4099999999999999,-0.3799999999999999,-0.15394650399999965
-0.4099999999999999,-0.3700000000000001,-0.16174980400000005
-0.4099999999999999,-0.3600000000000001,-0.1688990540000006
-0.4099999999999999,-0.3500000000000001,-0.17536534399999937
-0.4099999999999999,-0.3400000000000001,-0.18112252800000017
-0.4099999999999999,-0.33000000000000007,-0.18614732399999956
-0.4099999999999999,-0.32000000000000006,-0.19041941600000034
-0.4099999999999999,-0.31000000000000005,-0.19392153000000012
-0.4099999999999999,-0.30000000000000004,-0.19663950199999936
-0.4099999999999999,-0.29000000000000004,-0.19856234199999956
-0.4099999999999999,-0.28,-0.19968227800000027
-0.4099999999999999,-0.27,-0.19999477799999998
-0.4099999999999999,-0.26,-0.1994985819999997
-0.4099999999999999,-0.25,-0.1981956920000002
-0.4099999999999999,-0.24,-0.19609138000000004
-0.4099999999999999,-0.22999999999999998,-0.19319415199999956
-0.4099999999999999,-0.21999999999999997,-0.18951572600000044
-0.4099999999999999,-0.20999999999999996,-0.18507097399999994
-0.4099999999999999,-0.19999999999999996,-0.17987787
-0.4099999999999999,-0.18999999999999995,-0.1739574140000002
-0.4099999999999999,-0.17999999999999994,-0.16733354200000006
-0.4099999999999999,-0.16999999999999993,-0.16003304200000057
-0.4099999999999999,-0.15999999999999992,-0.1520854319999998
-0.4099999999999999,-0.1499999999999999,-0.14352284999999942
-0.4099999999999999,-0.1399999999999999,-0.13437992000000065
-0.4099999999999999,-0.1299999999999999,-0.12469361200000006
-0.4099999999999999,-0.1200000000000001,-0.11450309199999964
-0.4099999999999999,-0.1100000000000001,-0.10384956999999984
-0.4099999999999999,-0.10000000000000009,-0.09277612000000057
-0.4099999999999999,-0.09000000000000008,-0.08132752199999937
-0.4099999999999999,-0.08000000000000007,-0.06955006799999952
-0.4099999999999999,-0.07000000000000006,-0.057491380000000425
-0.4099999999999999,-0.06000000000000005,-0.045200221999999735
-0.4099999999999999,-0.050000000000000044,-0.032726291999999546
-0.4099999999999999,-0.040000000000000036,-0.020120029999999622
-0.4099999999999999,-0.030000000000000027,-0.007432411999999999
-0.4099999999999999,-0.020000000000000018,0.00528526199999968
-0.4099999999999999,-0.010000000000000009,0.01798156400000006
-0.4099999999999999,0.0,0.030605153999999857
-0.3999999999999999,-0.5,-0.03486535600000029
-0.3999999999999999,-0.49,-0.04738937799999976
-0.3999999999999999,-0.48,-0.059719359999999666
-0.3999999999999999,-0.47,-0.07180481399999938
-0.3999999999999999,-0.45999999999999996,-0.08359625599999987
-0.3999999999999999,-0.44999999999999996,-0.09504540599999989
-0.3999999999999999,-0.43999999999999995,-0.10610538199999975
-0.3999999999999999,-0.42999999999999994,-0.11673089800000014
