point x,Function Value
1.0426,0.86057767
1.0429,0.860927104
1.0432,0.861276878
1.0435,0.861626993
1.0438,0.861977449
1.0441,0.862328245
1.0444,0.862679382
1.0447,0.863030861
1.045,0.86338268
1.0453,0.863734841
1.0456,0.864087343
1.0459,0.864440188
1.0462,0.864793374
1.0465,0.865146902
1.0468,0.865500772
1.0471,0.865854984
1.0474,0.866209539
1.0477,0.866564437
1.048,0.866919677
1.0483,0.867275261
1.0486,0.867631187
1.0489,0.867987457
1.0492,0.86834407
1.0495,0.868701027
1.0498,0.869058328
1.0501,0.869415972
1.0504,0.869773961
1.0507,0.870132293
1.051,0.87049097
1.0513,0.870849992
1.0516,0.871209358
1.0519,0.871569069
1.0522,0.871929125
1.0525,0.872289526
1.0528,0.872650272
1.0531,0.873011364
1.0534,0.873372801
1.0537,0.873734584
1.054,0.874096713
1.0543,0.874459187
1.0546,0.874822008
1.0549,0.875185176
1.0552,0.875548689
1.0555,0.87591255
1.0558,0.876276757
1.0561,0.87664131
1.0564,0.877006211
1.0567,0.877371459
1.057,0.877737055
1.0573,0.878102998
1.0576,0.878469288
1.0579,0.878835926
1.0582,0.879202913
1.0585,0.879570247
1.0588,0.879937929
1.0591,0.88030596
1.0594,0.880674339
1.0597,0.881043067
1.06,0.881412143
1.0603,0.881781569
1.0606,0.882151343
1.0609,0.882521467
1.0612,0.88289194
1.0615,0.883262762
1.0618,0.883633934
1.0621,0.884005456
1.0624,0.884377327
1.0627,0.884749549
1.063,0.88512212
1.0633,0.885495042
1.0636,0.885868315
1.0639,0.886241937
1.0642,0.886615911
1.0645,0.886990235
1.0648,0.887364911
1.0651,0.887739937
1.0654,0.888115315
1.0657,0.888491044
1.066,0.888867124
1.0663,0.889243556
1.0666,0.88962034
1.0669,0.889997476
1.0672,0.890374963
1.0675,0.890752803
1.0678,0.891130995
1.0681,0.891509539
1.0684,0.891888436
1.0687,0.892267686
1.069,0.892647288
1.0693,0.893027244
1.0696,0.893407552
1.0699,0.893788213
1.0702,0.894169228
1.0705,0.894550596
1.0708,0.894932318
1.0711,0.895314393
1.0714,0.895696822
1.0717,0.896079605
1.072,0.896462742
1.0723,0.896846234
1.0726,0.897230079
1.0729,0.897614279
1.0732,0.897998833
1.0735,0.898383742
1.0738,0.898769006
1.0741,0.899154624
1.0744,0.899540598
1.0747,0.899926927
1.075,0.900313611
1.0753,0.90070065
1.0756,0.901088044
1.0759,0.901475795
1.0762,0.901863901
1.0765,0.902252362
1.0768,0.90264118
1.0771,0.903030354
1.0774,0.903419884
1.0777,0.90380977
1.078,0.904200012
1.0783,0.904590611
1.0786,0.904981567
1.0789,0.905372879
1.0792,0.905764548
1.0795,0.906156574
1.0798,0.906548957
1.0801,0.906941697
1.0804,0.907334795
1.0807,0.907728249
1.081,0.908122062
1.0813,0.908516231
1.0816,0.908910759
1.0819,0.909305644
1.0822,0.909700887
1.0825,0.910096488
1.0828,0.910492448
1.0831,0.910888765
1.0834,0.911285441
1.0837,0.911682475
1.084,0.912079868
1.0843,0.912477619
1.0846,0.912875729
1.0849,0.913274197
1.0852,0.913673025
1.0855,0.914072212
1.0858,0.914471757
1.0861,0.914871662
1.0864,0.915271927
1.0867,0.91567255
1.087,0.916073533
1.0873,0.916474876
1.0876,0.916876578
1.0879,0.91727864
1.0882,0.917681062
1.0885,0.918083844
1.0888,0.918486986
1.0891,0.918890488
1.0894,0.91929435
1.0897,0.919698573
1.09,0.920103156
1.0903,0.920508099
1.0906,0.920913404
1.0909,0.921319068
1.0912,0.921725094
1.0915,0.92213148
1.0918,0.922538227
1.0921,0.922945335
1.0924,0.923352805
1.0927,0.923760635
1.093,0.924168827
1.0933,0.92457738
1.0936,0.924986295
1.0939,0.925395571
1.0942,0.925805208
1.0945,0.926215207
1.0948,0.926625568
1.0951,0.927036291
1.0954,0.927447376
1.0957,0.927858823
1.096,0.928270631
1.0963,0.928682802
1.0966,0.929095335
1.0969,0.92950823
1.0972,0.929921488
1.0975,0.930335108
1.0978,0.930749091
1.0981,0.931163436
1.0984,0.931578143
1.0987,0.931993214
1.099,0.932408647
1.0993,0.932824443
1.0996,0.933240602
1.0999,0.933657124
1.1002,0.934074009
1.1005,0.934491257
1.1008,0.934908868
1.1011,0.935326843
1.1014,0.935745181
1.1017,0.936163882
1.102,0.936582946
1.1023,0.937002374
1.1026,0.937422166
1.1029,0.937842321
1.1032,0.93826284
1.1035,0.938683722
1.1038,0.939104969
1.1041,0.939526579
1.1044,0.939948553
1.1047,0.940370891
1.105,0.940793593
1.1053,0.941216659
1.1056,0.941640089
1.1059,0.942063884
1.1062,0.942488042
1.1065,0.942912565
1.1068,0.943337452
1.1071,0.943762704
1.1074,0.94418832
1.1077,0.9446143
1.108,0.945040645
1.1083,0.945467355
1.1086,0.945894429
1.1089,0.946321867
1.1092,0.946749671
1.1095,0.947177839
1.1098,0.947606372
1.1101,0.948035269
1.1104,0.948464532
1.1107,0.94889416
1.111,0.949324152
1.1113,0.949754509
1.1116,0.950185232
1.1119,0.950616319
1.1122,0.951047772
1.1125,0.951479589
1.1128,0.951911772
1.1131,0.95234432
1.1134,0.952777233
1.1137,0.953210512
1.114,0.953644155
1.1143,0.954078164
1.1146,0.954512539
1.1149,0.954947279
1.1152,0.955382384
1.1155,0.955817854
1.1158,0.95625369
1.1161,0.956689892
1.1164,0.957126459
1.1167,0.957563391
1.117,0.958000689
1.1173,0.958438353
1.1176,0.958876382
1.1179,0.959314777
1.1182,0.959753537
1.1185,0.960192664
1.1188,0.960632155
1.1191,0.961072013
1.1194,0.961512236
1.1197,0.961952825
1.12,0.962393779
1.1203,0.962835099
1.1206,0.963276786
1.1209,0.963718837
1.1212,0.964161255
1.1215,0.964604038
1.1218,0.965047187
1.1221,0.965490702
1.1224,0.965934583
1.1227,0.966378829
1.123,0.966823442
1.1233,0.96726842
1.1236,0.967713764
1.1239,0.968159474
1.1242,0.968605549
1.1245,0.969051991
1.1248,0.969498798
1.1251,0.969945971
1.1254,0.97039351
1.1257,0.970841414
1.126,0.971289685
1.1263,0.971738321
1.1266,0.972187323
1.1269,0.972636691
1.1272,0.973086425
1.1275,0.973536524
1.1278,0.973986989
1.1281,0.97443782
1.1284,0.974889017
1.1287,0.975340579
1.129,0.975792507
1.1293,0.976244801
1.1296,0.97669746
1.1299,0.977150485
1.1302,0.977603876
1.1305,0.978057633
1.1308,0.978511754
1.1311,0.978966242
1.1314,0.979421095
1.1317,0.979876314
1.132,0.980331898
1.1323,0.980787847
1.1326,0.981244162
1.1329,0.981700843
1.1332,0.982157889
1.1335,0.9826153
1.1338,0.983073077
1.1341,0.983531219
1.1344,0.983989726
1.1347,0.984448598
1.135,0.984907836
1.1353,0.985367439
1.1356,0.985827407
1.1359,0.98628774
1.1362,0.986748438
1.1365,0.987209501
1.1368,0.987670929
1.1371,0.988132722
1.1374,0.98859488
1.1377,0.989057403
1.138,0.989520291
1.1383,0.989983543
1.1386,0.99044716
1.1389,0.990911142
1.1392,0.991375488
1.1395,0.991840199
1.1398,0.992305275
1.1401,0.992770715
1.1404,0.993236519
1.1407,0.993702688
1.141,0.994169221
1.1413,0.994636118
1.1416,0.995103379
1.1419,0.995571005
1.1422,0.996038994
1.1425,0.996507348
1.1428,0.996976066
1.1431,0.997445147
1.1434,0.997914592
1.1437,0.998384401
1.144,0.998854574
1.1443,0.99932511
1.1446,0.99979601
1.1449,1.000267273
1.1452,1.0007389
1.1455,1.00121089
1.1458,1.001683243
1.1461,1.002155959
1.1464,1.002629039
1.1467,1.003102481
1.147,1.003576287
1.1473,1.004050455
1.1476,1.004524986
1.1479,1.00499988
1.1482,1.005475137
1.1485,1.005950756
1.1488,1.006426737
1.1491,1.006903081
1.1494,1.007379787
1.1497,1.007856855
1.15,1.008334285
1.1503,1.008812078
1.1506,1.009290232
1.1509,1.009768748
1.1512,1.010247625
1.1515,1.010726865
1.1518,1.011206466
1.1521,1.011686428
1.1524,1.012166752
1.1527,1.012647436
1.153,1.013128482
1.1533,1.013609889
1.1536,1.014091657
1.1539,1.014573786
1.1542,1.015056275
1.1545,1.015539125
1.1548,1.016022336
1.1551,1.016505906
1.1554,1.016989837
1.1557,1.017474129
1.156,1.01795878
1.1563,1.018443791
1.1566,1.018929162
1.1569,1.019414892
1.1572,1.019900982
1.1575,1.020387432
1.1578,1.020874241
1.1581,1.021361408
1.1584,1.021848935
1.1587,1.022336821
1.159,1.022825066
1.1593,1.02331367
1.1596,1.023802631
1.1599,1.024291952
1.1602,1.02478163
1.1605,1.025271667
1.1608,1.025762062
1.1611,1.026252814
1.1614,1.026743925
1.1617,1.027235393
1.162,1.027727218
1.1623,1.028219401
1.1626,1.02871194
1.1629,1.029204837
1.1632,1.029698091
1.1635,1.030191701
1.1638,1.030685668
1.1641,1.031179991
1.1644,1.031674671
1.1647,1.032169706
1.165,1.032665098
1.1653,1.033160845
1.1656,1.033656948
1.1659,1.034153407
1.1662,1.03465022
1.1665,1.035147389
1.1668,1.035644913
1.1671,1.036142792
1.1674,1.036641025
1.1677,1.037139613
1.168,1.037638555
1.1683,1.038137852
1.1686,1.038637502
1.1689,1.039137506
1.1692,1.039637864
1.1695,1.040138575
1.1698,1.040639639
1.1701,1.041141057
1.1704,1.041642827
1.1707,1.04214495
1.171,1.042647426
1.1713,1.043150254
1.1716,1.043653434
1.1719,1.044156966
1.1722,1.04466085
1.1725,1.045165086
1.1728,1.045669673
1.1731,1.046174611
1.1734,1.0466799
1.1737,1.04718554
1.174,1.047691531
1.1743,1.048197872
1.1746,1.048704563
1.1749,1.049211605
1.1752,1.049718996
1.1755,1.050226736
1.1758,1.050734826
1.1761,1.051243266
1.1764,1.051752054
1.1767,1.052261191
1.177,1.052770677
1.1773,1.053280511
1.1776,1.053790693
1.1779,1.054301222
1.1782,1.0548121
1.1785,1.055323325
1.1788,1.055834897
1.1791,1.056346817
1.1794,1.056859083
1.1797,1.057371695
1.18,1.057884654
1.1803,1.05839796
1.1806,1.05891161
1.1809,1.059425607
1.1812,1.059939949
1.1815,1.060454636
1.1818,1.060969668
1.1821,1.061485045
1.1824,1.062000766
1.1827,1.062516831
1.183,1.06303324
1.1833,1.063549993
1.1836,1.06406709
1.1839,1.064584529
1.1842,1.065102312
1.1845,1.065620437
1.1848,1.066138905
1.1851,1.066657715
1.1854,1.067176867
1.1857,1.06769636
1.186,1.068216195
1.1863,1.068736371
1.1866,1.069256888
1.1869,1.069777745
1.1872,1.070298943
1.1875,1.070820481
1.1878,1.071342358
1.1881,1.071864576
1.1884,1.072387132
1.1887,1.072910027
1.189,1.073433261
1.1893,1.073956834
1.1896,1.074480745
1.1899,1.075004993
1.1902,1.075529579
1.1905,1.076054502
1.1908,1.076579763
1.1911,1.077105359
1.1914,1.077631293
1.1917,1.078157562
1.192,1.078684168
1.1923,1.079211108
1.1926,1.079738384
1.1929,1.080265995
1.1932,1.080793941
1.1935,1.081322221
1.1938,1.081850834
1.1941,1.082379782
1.1944,1.082909063
1.1947,1.083438677
1.195,1.083968623
1.1953,1.084498903
1.1956,1.085029514
1.1959,1.085560457
1.1962,1.086091731
1.1965,1.086623337
1.1968,1.087155274
1.1971,1.087687541
1.1974,1.088220138
1.1977,1.088753065
1.198,1.089286322
1.1983,1.089819908
1.1986,1.090353822
1.1989,1.090888065
1.1992,1.091422637
1.1995,1.091957536
1.1998,1.092492763
1.2001,1.093028317
1.2004,1.093564197
1.2007,1.094100404
1.201,1.094636937
1.2013,1.095173796
1.2016,1.095710981
1.2019,1.09624849
1.2022,1.096786324
1.2025,1.097324483
1.2028,1.097862965
1.2031,1.098401771
1.2034,1.0989409
1.2037,1.099480353
1.204,1.100020127
1.2043,1.100560224
1.2046,1.101100643
1.2049,1.101641382
1.2052,1.102182443
1.2055,1.102723825
1.2058,1.103265527
1.2061,1.103807548
1.2064,1.10434989
1.2067,1.10489255
1.207,1.105435529
1.2073,1.105978826
1.2076,1.106522441
1.2079,1.107066374
1.2082,1.107610624
1.2085,1.108155191
1.2088,1.108700074
1.2091,1.109245273
1.2094,1.109790787
1.2097,1.110336617
1.21,1.110882761
1.2103,1.11142922
1.2106,1.111975992
1.2109,1.112523078
1.2112,1.113070478
1.2115,1.113618189
1.2118,1.114166213
1.2121,1.114714549
1.2124,1.115263196
1.2127,1.115812155
1.213,1.116361423
1.2133,1.116911002
1.2136,1.117460891
1.2139,1.118011088
1.2142,1.118561595
1.2145,1.11911241
1.2148,1.119663533
1.2151,1.120214963
1.2154,1.1207667
1.2157,1.121318744
1.216,1.121871094
1.2163,1.12242375
1.2166,1.122976711
1.2169,1.123529977
1.2172,1.124083547
1.2175,1.124637421
1.2178,1.125191599
1.2181,1.125746079
1.2184,1.126300862
1.2187,1.126855947
1.219,1.127411333
1.2193,1.127967021
1.2196,1.128523009
1.2199,1.129079297
1.2202,1.129635885
1.2205,1.130192772
1.2208,1.130749958
1.2211,1.131307442
1.2214,1.131865224
1.2217,1.132423303
1.222,1.132981678
1.2223,1.13354035
1.2226,1.134099318
1.2229,1.134658581
1.2232,1.135218138
1.2235,1.13577799
1.2238,1.136338136
1.2241,1.136898574
1.2244,1.137459306
1.2247,1.13802033
1.225,1.138581645
1.2253,1.139143252
1.2256,1.139705149
1.2259,1.140267337
1.2262,1.140829814
1.2265,1.14139258
1.2268,1.141955635
1.2271,1.142518978
1.2274,1.143082609
1.2277,1.143646526
1.228,1.14421073
1.2283,1.14477522
1.2286,1.145339995
1.2289,1.145905055
1.2292,1.146470399
1.2295,1.147036027
1.2298,1.147601939
1.2301,1.148168133
1.2304,1.148734609
1.2307,1.149301366
1.231,1.149868405
1.2313,1.150435724
1.2316,1.151003322
1.2319,1.151571201
1.2322,1.152139357
1.2325,1.152707792
1.2328,1.153276505
1.2331,1.153845495
1.2334,1.154414761
1.2337,1.154984303
1.234,1.15555412
1.2343,1.156124212
1.2346,1.156694578
1.2349,1.157265217
1.2352,1.15783613
1.2355,1.158407314
1.2358,1.158978771
1.2361,1.159550499
1.2364,1.160122497
1.2367,1.160694765
1.237,1.161267302
1.2373,1.161840109
1.2376,1.162413183
1.2379,1.162986525
1.2382,1.163560134
1.2385,1.164134009
1.2388,1.164708149
1.2391,1.165282555
1.2394,1.165857225
1.2397,1.166432159
1.24,1.167007356
1.2403,1.167582816
1.2406,1.168158537
1.2409,1.16873452
1.2412,1.169310764
1.2415,1.169887267
1.2418,1.17046403
1.2421,1.171041051
1.2424,1.171618331
1.2427,1.172195868
1.243,1.172773661
1.2433,1.173351711
1.2436,1.173930016
1.2439,1.174508576
1.2442,1.17508739
1.2445,1.175666457
1.2448,1.176245777
1.2451,1.17682535
1.2454,1.177405173
1.2457,1.177985248
1.246,1.178565573
1.2463,1.179146146
1.2466,1.179726969
1.2469,1.18030804
1.2472,1.180889358
1.2475,1.181470922
1.2478,1.182052733
1.2481,1.182634789
1.2484,1.183217089
1.2487,1.183799634
1.249,1.184382421
1.2493,1.184965451
1.2496,1.185548723
1.2499,1.186132235
1.2502,1.186715988
1.2505,1.187299981
1.2508,1.187884212
1.2511,1.188468682
1.2514,1.189053389
1.2517,1.189638333
1.252,1.190223513
1.2523,1.190808928
1.2526,1.191394577
1.2529,1.19198046
1.2532,1.192566577
1.2535,1.193152925
1.2538,1.193739505
1.2541,1.194326316
1.2544,1.194913357
1.2547,1.195500628
1.255,1.196088127
1.2553,1.196675853
1.2556,1.197263807
1.2559,1.197851987
1.2562,1.198440392
1.2565,1.199029023
1.2568,1.199617877
1.2571,1.200206954
1.2574,1.200796254
1.2577,1.201385775
1.258,1.201975517
1.2583,1.20256548
1.2586,1.203155661
1.2589,1.203746061
1.2592,1.204336679
1.2595,1.204927513
1.2598,1.205518564
1.2601,1.20610983
1.2604,1.206701311
1.2607,1.207293005
1.261,1.207884912
1.2613,1.208477031
1.2616,1.209069361
1.2619,1.209661902
1.2622,1.210254653
1.2625,1.210847612
1.2628,1.211440779
1.2631,1.212034153
1.2634,1.212627734
1.2637,1.21322152
1.264,1.213815511
1.2643,1.214409706
1.2646,1.215004103
1.2649,1.215598703
1.2652,1.216193504
1.2655,1.216788505
1.2658,1.217383706
1.2661,1.217979106
1.2664,1.218574703
1.2667,1.219170497
1.267,1.219766488
1.2673,1.220362674
1.2676,1.220959054
1.2679,1.221555628
1.2682,1.222152394
1.2685,1.222749352
1.2688,1.223346501
1.2691,1.22394384
1.2694,1.224541368
1.2697,1.225139085
1.27,1.225736988
1.2703,1.226335078
1.2706,1.226933354
1.2709,1.227531814
1.2712,1.228130458
1.2715,1.228729285
1.2718,1.229328294
1.2721,1.229927483
1.2724,1.230526853
1.2727,1.231126402
1.273,1.231726129
1.2733,1.232326034
1.2736,1.232926115
1.2739,1.233526371
1.2742,1.234126802
1.2745,1.234727407
1.2748,1.235328184
1.2751,1.235929133
1.2754,1.236530253
1.2757,1.237131542
1.276,1.237733001
1.2763,1.238334627
1.2766,1.23893642
1.2769,1.239538379
1.2772,1.240140504
1.2775,1.240742792
1.2778,1.241345244
1.2781,1.241947857
1.2784,1.242550632
1.2787,1.243153567
1.279,1.243756662
1.2793,1.244359914
1.2796,1.244963324
1.2799,1.24556689
1.2802,1.246170611
1.2805,1.246774487
1.2808,1.247378516
1.2811,1.247982697
1.2814,1.248587029
1.2817,1.249191512
1.282,1.249796144
1.2823,1.250400924
1.2826,1.251005852
1.2829,1.251610925
1.2832,1.252216144
1.2835,1.252821507
1.2838,1.253427013
1.2841,1.254032661
1.2844,1.254638451
1.2847,1.25524438
1.285,1.255850449
1.2853,1.256456655
1.2856,1.257062998
1.2859,1.257669477
1.2862,1.258276091
1.2865,1.258882839
1.2868,1.259489719
1.2871,1.260096732
1.2874,1.260703874
1.2877,1.261311146
1.288,1.261918547
1.2883,1.262526075
1.2886,1.263133729
1.2889,1.263741509
1.2892,1.264349412
1.2895,1.264957439
1.2898,1.265565588
1.2901,1.266173857
1.2904,1.266782247
1.2907,1.267390755
1.291,1.26799938
1.2913,1.268608122
1.2916,1.26921698
1.2919,1.269825952
1.2922,1.270435036
1.2925,1.271044233
1.2928,1.271653541
1.2931,1.272262959
1.2934,1.272872485
1.2937,1.273482119
1.294,1.274091859
1.2943,1.274701705
1.2946,1.275311654
1.2949,1.275921707
1.2952,1.276531862
1.2955,1.277142117
1.2958,1.277752471
1.2961,1.278362925
1.2964,1.278973475
1.2967,1.279584122
1.297,1.280194863
1.2973,1.280805698
1.2976,1.281416626
1.2979,1.282027645
1.2982,1.282638755
1.2985,1.283249953
1.2988,1.28386124
1.2991,1.284472613
1.2994,1.285084071
1.2997,1.285695614
1.3,1.28630724
1.3003,1.286918948
1.3006,1.287530737
1.3009,1.288142605
1.3012,1.288754552
1.3015,1.289366575
1.3018,1.289978675
1.3021,1.290590849
1.3024,1.291203097
1.3027,1.291815417
1.303,1.292427807
1.3033,1.293040268
1.3036,1.293652797
1.3039,1.294265394
1.3042,1.294878056
1.3045,1.295490784
1.3048,1.296103575
1.3051,1.296716428
1.3054,1.297329343
1.3057,1.297942317
1.306,1.29855535
1.3063,1.29916844
1.3066,1.299781586
1.3069,1.300394787
1.3072,1.301008041
1.3075,1.301621348
1.3078,1.302234706
1.3081,1.302848113
1.3084,1.303461569
1.3087,1.304075071
1.309,1.30468862
1.3093,1.305302213
1.3096,1.305915849
1.3099,1.306529528
1.3102,1.307143246
1.3105,1.307757005
1.3108,1.308370801
1.3111,1.308984633
1.3114,1.309598502
1.3117,1.310212404
1.312,1.310826339
1.3123,1.311440305
1.3126,1.312054301
1.3129,1.312668327
1.3132,1.313282379
1.3135,1.313896458
1.3138,1.314510561
1.3141,1.315124687
1.3144,1.315738836
1.3147,1.316353005
1.315,1.316967194
1.3153,1.317581401
1.3156,1.318195624
1.3159,1.318809862
1.3162,1.319424114
1.3165,1.320038379
1.3168,1.320652655
1.3171,1.32126694
1.3174,1.321881234
1.3177,1.322495535
1.318,1.323109841
1.3183,1.323724151
1.3186,1.324338465
1.3189,1.324952779
1.3192,1.325567094
1.3195,1.326181407
1.3198,1.326795717
1.3201,1.327410023
1.3204,1.328024324
1.3207,1.328638617
1.321,1.329252902
1.3213,1.329867177
1.3216,1.33048144
1.3219,1.331095691
1.3222,1.331709927
1.3225,1.332324148
1.3228,1.332938352
1.3231,1.333552537
1.3234,1.334166702
1.3237,1.334780845
1.324,1.335394966
1.3243,1.336009062
1.3246,1.336623133
1.3249,1.337237176
1.3252,1.33785119
1.3255,1.338465174
1.3258,1.339079127
1.3261,1.339693046
1.3264,1.34030693
1.3267,1.340920779
1.327,1.341534589
1.3273,1.342148361
1.3276,1.342762092
1.3279,1.34337578
1.3282,1.343989425
1.3285,1.344603025
1.3288,1.345216578
1.3291,1.345830083
1.3294,1.346443539
1.3297,1.347056943
1.33,1.347670294
1.3303,1.348283591
1.3306,1.348896833
1.3309,1.349510017
1.3312,1.350123142
1.3315,1.350736206
1.3318,1.351349209
1.3321,1.351962148
1.3324,1.352575023
1.3327,1.35318783
1.333,1.35380057
1.3333,1.354413239
1.3336,1.355025838
1.3339,1.355638364
1.3342,1.356250815
1.3345,1.35686319
1.3348,1.357475488
1.3351,1.358087706
1.3354,1.358699844
1.3357,1.3593119
1.336,1.359923871
1.3363,1.360535757
1.3366,1.361147556
1.3369,1.361759267
1.3372,1.362370887
1.3375,1.362982415
1.3378,1.36359385
1.3381,1.364205189
1.3384,1.364816432
1.3387,1.365427576
1.339,1.366038621
1.3393,1.366649564
1.3396,1.367260403
1.3399,1.367871138
1.3402,1.368481766
1.3405,1.369092286
1.3408,1.369702696
1.3411,1.370312995
1.3414,1.370923181
1.3417,1.371533252
1.342,1.372143206
1.3423,1.372753043
1.3426,1.37336276
1.3429,1.373972355
1.3432,1.374581827
1.3435,1.375191175
1.3438,1.375800396
1.3441,1.376409489
1.3444,1.377018452
1.3447,1.377627284
1.345,1.378235983
1.3453,1.378844547
1.3456,1.379452974
1.3459,1.380061263
1.3462,1.380669412
1.3465,1.381277419
1.3468,1.381885283
1.3471,1.382493002
1.3474,1.383100574
1.3477,1.383707998
1.348,1.384315271
1.3483,1.384922392
1.3486,1.38552936
1.3489,1.386136172
1.3492,1.386742827
1.3495,1.387349323
1.3498,1.387955658
1.3501,1.388561831
1.3504,1.38916784
1.3507,1.389773683
1.351,1.390379358
1.3513,1.390984864
1.3516,1.391590199
1.3519,1.39219536
1.3522,1.392800347
1.3525,1.393405157
1.3528,1.394009789
1.3531,1.394614241
1.3534,1.395218511
1.3537,1.395822598
1.354,1.396426499
1.3543,1.397030212
1.3546,1.397633737
1.3549,1.398237071
1.3552,1.398840212
1.3555,1.399443159
1.3558,1.40004591
1.3561,1.400648462
1.3564,1.401250815
1.3567,1.401852966
1.357,1.402454913
1.3573,1.403056655
1.3576,1.40365819
1.3579,1.404259515
1.3582,1.40486063
1.3585,1.405461533
1.3588,1.40606222
1.3591,1.406662692
1.3594,1.407262945
1.3597,1.407862978
1.36,1.408462788
1.3603,1.409062376
1.3606,1.409661737
1.3609,1.410260871
1.3612,1.410859776
1.3615,1.411458449
1.3618,1.412056889
1.3621,1.412655094
1.3624,1.413253062
1.3627,1.413850791
1.363,1.41444828
1.3633,1.415045526
1.3636,1.415642528
1.3639,1.416239283
1.3642,1.41683579
1.3645,1.417432046
1.3648,1.418028051
1.3651,1.418623801
1.3654,1.419219296
1.3657,1.419814533
1.366,1.420409509
1.3663,1.421004225
1.3666,1.421598676
1.3669,1.422192862
1.3672,1.422786781
1.3675,1.42338043
1.3678,1.423973808
1.3681,1.424566912
1.3684,1.425159741
1.3687,1.425752293
1.369,1.426344566
1.3693,1.426936558
1.3696,1.427528266
1.3699,1.42811969
1.3702,1.428710826
1.3705,1.429301674
1.3708,1.42989223
1.3711,1.430482494
1.3714,1.431072463
1.3717,1.431662134
1.372,1.432251507
1.3723,1.432840579
1.3726,1.433429348
1.3729,1.434017813
1.3732,1.43460597
1.3735,1.435193819
1.3738,1.435781356
1.3741,1.436368581
1.3744,1.436955491
1.3747,1.437542084
1.375,1.438128358
1.3753,1.438714311
1.3756,1.439299942
1.3759,1.439885247
1.3762,1.440470225
1.3765,1.441054874
1.3768,1.441639192
1.3771,1.442223177
1.3774,1.442806827
1.3777,1.44339014
1.378,1.443973113
1.3783,1.444555745
1.3786,1.445138034
1.3789,1.445719977
1.3792,1.446301573
1.3795,1.446882819
1.3798,1.447463714
1.3801,1.448044255
1.3804,1.44862444
1.3807,1.449204268
1.381,1.449783735
1.3813,1.450362841
1.3816,1.450941582
1.3819,1.451519958
1.3822,1.452097965
1.3825,1.452675601
1.3828,1.453252866
1.3831,1.453829756
1.3834,1.454406269
1.3837,1.454982403
1.384,1.455558157
1.3843,1.456133527
1.3846,1.456708513
