  point x,  point y
-0.945096774,-0.520091581
-0.944903226,-0.519442093
-0.944709677,-0.518791966
-0.944516129,-0.518141198
-0.944322581,-0.517489789
-0.944129032,-0.516837737
-0.943935484,-0.516185046
-0.943741935,-0.51553171
-0.943548387,-0.514877735
-0.943354839,-0.514223116
-0.94316129,-0.513567855
-0.942967742,-0.51291195
-0.942774194,-0.512255402
-0.942580645,-0.51159821
-0.942387097,-0.510940375
-0.942193548,-0.510281893
-0.942,-0.50962277
-0.941806452,-0.508963
-0.941612903,-0.508302585
-0.941419355,-0.507641524
-0.941225806,-0.506979817
-0.941032258,-0.506317463
-0.94083871,-0.505654463
-0.940645161,-0.504990817
-0.940451613,-0.504326524
-0.940258065,-0.503661581
-0.940064516,-0.502995992
-0.939870968,-0.502329756
-0.939677419,-0.50166287
-0.939483871,-0.500995335
-0.939290323,-0.500327152
-0.939096774,-0.49965832
-0.938903226,-0.498988836
-0.938709677,-0.498318705
-0.938516129,-0.497647922
-0.938322581,-0.49697649
-0.938129032,-0.496304404
-0.937935484,-0.495631669
-0.937741935,-0.494958282
-0.937548387,-0.494284244
-0.937354839,-0.493609554
-0.93716129,-0.492934211
-0.936967742,-0.492258215
-0.936774194,-0.491581568
-0.936580645,-0.490904265
-0.936387097,-0.49022631
-0.936193548,-0.489547701
-0.936,-0.488868438
-0.935806452,-0.48818852
-0.935612903,-0.487507947
-0.935419355,-0.48682672
-0.935225806,-0.486144836
-0.935032258,-0.485462299
-0.93483871,-0.484779105
-0.934645161,-0.484095253
-0.934451613,-0.483410747
-0.934258065,-0.482725583
-0.934064516,-0.482039762
-0.933870968,-0.481353284
-0.933677419,-0.480666149
-0.933483871,-0.479978354
-0.933290323,-0.479289903
-0.933096774,-0.478600792
-0.932903226,-0.477911023
-0.932709677,-0.477220596
-0.932516129,-0.476529509
-0.932322581,-0.47583776
-0.932129032,-0.475145354
-0.931935484,-0.474452286
-0.931741935,-0.473758558
-0.931548387,-0.473064171
-0.931354839,-0.472369122
-0.93116129,-0.471673411
-0.930967742,-0.470977038
-0.930774194,-0.470280004
-0.930580645,-0.469582309
-0.930387097,-0.46888395
-0.930193548,-0.468184928
-0.93,-0.467485244
-0.929806452,-0.466784897
-0.929612903,-0.466083886
-0.929419355,-0.465382211
-0.929225806,-0.464679872
-0.929032258,-0.46397687
-0.92883871,-0.463273202
-0.928645161,-0.46256887
-0.928451613,-0.461863872
-0.928258065,-0.46115821
-0.928064516,-0.460451882
-0.927870968,-0.459744888
-0.927677419,-0.459037227
-0.927483871,-0.458328901
-0.927290323,-0.457619907
-0.927096774,-0.456910248
-0.926903226,-0.45619992
-0.926709677,-0.455488924
-0.926516129,-0.454777263
-0.926322581,-0.454064931
-0.926129032,-0.453351933
-0.925935484,-0.452638265
-0.925741935,-0.45192393
-0.925548387,-0.451208924
-0.925354839,-0.45049325
-0.92516129,-0.449776907
-0.924967742,-0.449059893
-0.924774194,-0.44834221
-0.924580645,-0.447623855
-0.924387097,-0.446904832
-0.924193548,-0.446185137
-0.924,-0.445464771
-0.923806452,-0.444743735
-0.923612903,-0.444022027
-0.923419355,-0.443299646
-0.923225806,-0.442576594
-0.923032258,-0.441852869
-0.92283871,-0.441128472
-0.922645161,-0.440403404
-0.922451613,-0.439677661
-0.922258065,-0.438951246
-0.922064516,-0.438224156
-0.921870968,-0.437496394
-0.921677419,-0.436767958
-0.921483871,-0.436038848
-0.921290323,-0.435309063
-0.921096774,-0.434578602
-0.920903226,-0.433847469
-0.920709677,-0.433115659
-0.920516129,-0.432383175
-0.920322581,-0.431650015
-0.920129032,-0.430916179
-0.919935484,-0.430181669
-0.919741935,-0.42944648
-0.919548387,-0.428710615
-0.919354839,-0.427974074
-0.91916129,-0.427236857
-0.918967742,-0.426498964
-0.918774194,-0.42576039
-0.918580645,-0.425021141
-0.918387097,-0.424281215
-0.918193548,-0.42354061
-0.918,-0.422799326
-0.917806452,-0.422057364
-0.917612903,-0.421314724
-0.917419355,-0.420571406
-0.917225806,-0.419827408
-0.917032258,-0.41908273
-0.91683871,-0.418337373
-0.916645161,-0.417591337
-0.916451613,-0.416844621
-0.916258065,-0.416097225
-0.916064516,-0.415349149
-0.915870968,-0.41460039
-0.915677419,-0.413850954
-0.915483871,-0.413100834
-0.915290323,-0.412350036
-0.915096774,-0.411598554
-0.914903226,-0.410846392
-0.914709677,-0.410093549
-0.914516129,-0.409340023
-0.914322581,-0.408585813
-0.914129032,-0.407830924
-0.913935484,-0.40707535
-0.913741935,-0.406319095
-0.913548387,-0.405562156
-0.913354839,-0.404804535
-0.91316129,-0.40404623
-0.912967742,-0.403287244
-0.912774194,-0.402527571
-0.912580645,-0.401767215
-0.912387097,-0.401006177
-0.912193548,-0.400244453
-0.912,-0.399482044
-0.911806452,-0.398718952
-0.911612903,-0.397955175
-0.911419355,-0.397190712
-0.911225806,-0.396425566
-0.911032258,-0.395659733
-0.91083871,-0.394893215
-0.910645161,-0.394126011
-0.910451613,-0.393358122
-0.910258065,-0.392589547
-0.910064516,-0.391820286
-0.909870968,-0.391050337
-0.909677419,-0.390279703
-0.909483871,-0.389508383
-0.909290323,-0.388736373
-0.909096774,-0.38796368
-0.908903226,-0.387190297
-0.908709677,-0.386416229
-0.908516129,-0.385641472
-0.908322581,-0.384866029
-0.908129032,-0.384089895
-0.907935484,-0.383313076
-0.907741935,-0.382535568
-0.907548387,-0.381757371
-0.907354839,-0.380978486
-0.90716129,-0.380198912
-0.906967742,-0.379418651
-0.906774194,-0.378637701
-0.906580645,-0.377856061
-0.906387097,-0.377073731
-0.906193548,-0.376290712
-0.906,-0.375507004
-0.905806452,-0.374722608
-0.905612903,-0.37393752
-0.905419355,-0.373151743
-0.905225806,-0.372365276
-0.905032258,-0.371578118
-0.90483871,-0.37079027
-0.904645161,-0.370001731
-0.904451613,-0.369212503
-0.904258065,-0.368422585
-0.904064516,-0.367631973
-0.903870968,-0.366840672
-0.903677419,-0.36604868
-0.903483871,-0.365255996
-0.903290323,-0.364462621
-0.903096774,-0.363668554
-0.902903226,-0.362873796
-0.902709677,-0.362078347
-0.902516129,-0.361282204
-0.902322581,-0.36048537
-0.902129032,-0.359687844
-0.901935484,-0.358889627
-0.901741935,-0.358090716
-0.901548387,-0.357291112
-0.901354839,-0.356490817
-0.90116129,-0.355689829
-0.900967742,-0.354888149
-0.900774194,-0.354085773
-0.900580645,-0.353282707
-0.900387097,-0.352478947
-0.900193548,-0.351674493
-0.9,-0.350869347
-0.899806452,-0.350063507
-0.899612903,-0.349256973
-0.899419355,-0.348449745
-0.899225806,-0.347641825
-0.899032258,-0.34683321
-0.89883871,-0.346023901
-0.898645161,-0.345213897
-0.898451613,-0.3444032
-0.898258065,-0.34359181
-0.898064516,-0.342779724
-0.897870968,-0.341966943
-0.897677419,-0.341153469
-0.897483871,-0.340339301
-0.897290323,-0.339524436
-0.897096774,-0.338708878
-0.896903226,-0.337892625
-0.896709677,-0.337075678
-0.896516129,-0.336258034
-0.896322581,-0.335439695
-0.896129032,-0.334620663
-0.895935484,-0.333800935
-0.895741935,-0.33298051
-0.895548387,-0.332159392
-0.895354839,-0.331337577
-0.89516129,-0.330515069
-0.894967742,-0.329691863
-0.894774194,-0.328867962
-0.894580645,-0.328043366
-0.894387097,-0.327218072
-0.894193548,-0.326392086
-0.894,-0.325565402
-0.893806452,-0.324738021
-0.893612903,-0.323909945
-0.893419355,-0.323081173
-0.893225806,-0.322251707
-0.893032258,-0.321421543
-0.89283871,-0.320590682
-0.892645161,-0.319759126
-0.892451613,-0.318926874
-0.892258065,-0.318093926
-0.892064516,-0.31726028
-0.891870968,-0.316425939
-0.891677419,-0.315590901
-0.891483871,-0.314755168
-0.891290323,-0.313918735
-0.891096774,-0.31308161
-0.890903226,-0.312243785
-0.890709677,-0.311405265
-0.890516129,-0.310566048
-0.890322581,-0.309726135
-0.890129032,-0.308885526
-0.889935484,-0.308044217
-0.889741935,-0.307202215
-0.889548387,-0.306359514
-0.889354839,-0.305516118
-0.88916129,-0.304672025
-0.888967742,-0.303827234
-0.888774194,-0.302981747
-0.888580645,-0.302135564
-0.888387097,-0.301288682
-0.888193548,-0.300441105
-0.888,-0.29959283
-0.887806452,-0.298743859
-0.887612903,-0.297894192
-0.887419355,-0.297043827
-0.887225806,-0.296192766
-0.887032258,-0.295341008
-0.88683871,-0.294488552
-0.886645161,-0.293635402
-0.886451613,-0.292781552
-0.886258065,-0.291927008
-0.886064516,-0.291071766
-0.885870968,-0.290215827
-0.885677419,-0.28935919
-0.885483871,-0.288501859
-0.885290323,-0.28764383
-0.885096774,-0.286785105
-0.884903226,-0.285925682
-0.884709677,-0.285065564
-0.884516129,-0.284204749
-0.884322581,-0.283343236
-0.884129032,-0.282481029
-0.883935484,-0.281618124
-0.883741935,-0.280754522
-0.883548387,-0.279890223
-0.883354839,-0.27902523
-0.88316129,-0.278159539
-0.882967742,-0.277293152
-0.882774194,-0.276426069
-0.882580645,-0.27555829
-0.882387097,-0.274689815
-0.882193548,-0.273820644
-0.882,-0.272950775
-0.881806452,-0.272080211
-0.881612903,-0.271208952
-0.881419355,-0.270336996
-0.881225806,-0.269464345
-0.881032258,-0.268590998
-0.88083871,-0.267716956
-0.880645161,-0.266842217
-0.880451613,-0.265966783
-0.880258065,-0.265090653
-0.880064516,-0.264213829
-0.879870968,-0.263336309
-0.879677419,-0.262458093
-0.879483871,-0.261579183
-0.879290323,-0.260699577
-0.879096774,-0.259819276
-0.878903226,-0.25893828
-0.878709677,-0.258056589
-0.878516129,-0.257174204
-0.878322581,-0.256291124
-0.878129032,-0.255407349
-0.877935484,-0.25452288
-0.877741935,-0.253637716
-0.877548387,-0.252751857
-0.877354839,-0.251865305
-0.87716129,-0.250978059
-0.876967742,-0.250090118
-0.876774194,-0.249201484
-0.876580645,-0.248312156
-0.876387097,-0.247422135
-0.876193548,-0.246531419
-0.876,-0.245640011
-0.875806452,-0.244747909
-0.875612903,-0.243855112
-0.875419355,-0.242961625
-0.875225806,-0.242067444
-0.875032258,-0.24117257
-0.87483871,-0.240277002
-0.874645161,-0.239380743
-0.874451613,-0.23848379
-0.874258065,-0.237586147
-0.874064516,-0.23668781
-0.873870968,-0.235788781
-0.873677419,-0.234889061
-0.873483871,-0.23398865
-0.873290323,-0.233087545
-0.873096774,-0.23218575
-0.872903226,-0.231283263
-0.872709677,-0.230380086
-0.872516129,-0.229476217
-0.872322581,-0.228571657
-0.872129032,-0.227666406
-0.871935484,-0.226760465
-0.871741935,-0.225853834
-0.871548387,-0.224946512
-0.871354839,-0.224038501
-0.87116129,-0.2231298
-0.870967742,-0.22222041
-0.870774194,-0.221310328
-0.870580645,-0.220399558
-0.870387097,-0.219488099
-0.870193548,-0.218575952
-0.87,-0.217663114
-0.869806452,-0.216749589
-0.869612903,-0.215835375
-0.869419355,-0.214920472
-0.869225806,-0.214004884
-0.869032258,-0.213088606
-0.86883871,-0.21217164
-0.868645161,-0.211253987
-0.868451613,-0.210335646
-0.868258065,-0.209416619
-0.868064516,-0.208496905
-0.867870968,-0.207576503
-0.867677419,-0.206655417
-0.867483871,-0.205733644
-0.867290323,-0.204811183
-0.867096774,-0.203888038
-0.866903226,-0.202964208
-0.866709677,-0.202039691
-0.866516129,-0.201114491
-0.866322581,-0.200188606
-0.866129032,-0.199262034
-0.865935484,-0.198334779
-0.865741935,-0.197406842
-0.865548387,-0.196478219
-0.865354839,-0.195548912
-0.86516129,-0.194618922
-0.864967742,-0.193688248
-0.864774194,-0.192756893
-0.864580645,-0.191824853
-0.864387097,-0.190892133
-0.864193548,-0.18995873
-0.864,-0.189024644
-0.863806452,-0.188089878
-0.863612903,-0.187154429
-0.863419355,-0.186218299
-0.863225806,-0.18528149
-0.863032258,-0.184343998
-0.86283871,-0.183405829
-0.862645161,-0.182466977
-0.862451613,-0.181527446
-0.862258065,-0.180587236
-0.862064516,-0.179646347
-0.861870968,-0.178704779
-0.861677419,-0.177762531
-0.861483871,-0.176819608
-0.861290323,-0.175876004
-0.861096774,-0.174931724
-0.860903226,-0.173986766
-0.860709677,-0.17304113
-0.860516129,-0.172094819
-0.860322581,-0.17114783
-0.860129032,-0.170200166
-0.859935484,-0.169251825
-0.859741935,-0.16830281
-0.859548387,-0.167353118
-0.859354839,-0.166402752
-0.85916129,-0.16545171
-0.858967742,-0.164499996
-0.858774194,-0.163547608
-0.858580645,-0.162594545
-0.858387097,-0.16164081
-0.858193548,-0.160686402
-0.858,-0.15973132
-0.857806452,-0.158775568
-0.857612903,-0.157819143
-0.857419355,-0.156862046
-0.857225806,-0.155904278
-0.857032258,-0.15494584
-0.85683871,-0.153986731
-0.856645161,-0.153026952
-0.856451613,-0.152066503
-0.856258065,-0.151105385
-0.856064516,-0.150143598
-0.855870968,-0.149181143
-0.855677419,-0.148218019
-0.855483871,-0.147254227
-0.855290323,-0.146289768
-0.855096774,-0.145324642
-0.854903226,-0.144358848
-0.854709677,-0.143392389
-0.854516129,-0.142425265
-0.854322581,-0.141457474
-0.854129032,-0.140489017
-0.853935484,-0.139519897
-0.853741935,-0.138550112
-0.853548387,-0.137579663
-0.853354839,-0.13660855
-0.85316129,-0.135636775
-0.852967742,-0.134664339
-0.852774194,-0.133691238
-0.852580645,-0.132717476
-0.852387097,-0.131743053
-0.852193548,-0.130767968
-0.852,-0.129792223
-0.851806452,-0.128815819
-0.851612903,-0.127838754
-0.851419355,-0.126861029
-0.851225806,-0.125882648
-0.851032258,-0.124903606
-0.85083871,-0.123923907
-0.850645161,-0.12294355
-0.850451613,-0.121962537
-0.850258065,-0.120980867
-0.850064516,-0.119998541
-0.849870968,-0.11901556
-0.849677419,-0.118031924
-0.849483871,-0.117047632
-0.849290323,-0.116062686
-0.849096774,-0.115077088
-0.848903226,-0.114090834
-0.848709677,-0.11310393
-0.848516129,-0.112116371
-0.848322581,-0.111128162
-0.848129032,-0.110139301
-0.847935484,-0.10914979
-0.847741935,-0.108159629
-0.847548387,-0.107168817
-0.847354839,-0.106177356
-0.84716129,-0.105185248
-0.846967742,-0.10419249
-0.846774194,-0.103199084
-0.846580645,-0.102205032
-0.846387097,-0.101210331
-0.846193548,-0.100214987
-0.846,-0.099218996
-0.845806452,-0.09822236
-0.845612903,-0.097225078
-0.845419355,-0.096227152
-0.845225806,-0.095228585
-0.845032258,-0.094229373
-0.84483871,-0.09322952
-0.844645161,-0.092229023
-0.844451613,-0.091227888
-0.844258065,-0.090226109
-0.844064516,-0.089223691
-0.843870968,-0.088220632
-0.843677419,-0.087216937
-0.843483871,-0.086212602
-0.843290323,-0.085207629
-0.843096774,-0.084202017
-0.842903226,-0.08319577
-0.842709677,-0.082188888
-0.842516129,-0.081181368
-0.842322581,-0.080173213
-0.842129032,-0.079164425
-0.841935484,-0.078155004
-0.841741935,-0.077144947
-0.841548387,-0.076134259
-0.841354839,-0.075122939
-0.84116129,-0.074110989
-0.840967742,-0.073098406
-0.840774194,-0.072085192
-0.840580645,-0.07107135
-0.840387097,-0.07005688
-0.840193548,-0.069041781
-0.84,-0.068026053
-0.839806452,-0.067009699
-0.839612903,-0.06599272
-0.839419355,-0.064975114
-0.839225806,-0.063956882
-0.839032258,-0.062938027
-0.83883871,-0.061918547
-0.838645161,-0.060898444
-0.838451613,-0.05987772
-0.838258065,-0.058856373
-0.838064516,-0.057834406
-0.837870968,-0.056811817
-0.837677419,-0.055788608
-0.837483871,-0.054764781
-0.837290323,-0.053740335
-0.837096774,-0.05271527
-0.836903226,-0.05168959
-0.836709677,-0.050663293
-0.836516129,-0.049636381
-0.836322581,-0.048608851
-0.836129032,-0.04758071
-0.835935484,-0.046551954
-0.835741935,-0.045522585
-0.835548387,-0.044492606
-0.835354839,-0.043462013
-0.83516129,-0.04243081
-0.834967742,-0.041398996
-0.834774194,-0.040366575
-0.834580645,-0.039333543
-0.834387097,-0.038299905
-0.834193548,-0.037265659
-0.834,-0.036230808
-0.833806452,-0.03519535
-0.833612903,-0.034159288
-0.833419355,-0.033122621
-0.833225806,-0.03208535
-0.833032258,-0.031047478
-0.83283871,-0.030009004
-0.832645161,-0.02896993
-0.832451613,-0.027930253
-0.832258065,-0.026889979
-0.832064516,-0.025849105
-0.831870968,-0.024807634
-0.831677419,-0.023765566
-0.831483871,-0.022722899
-0.831290323,-0.02167964
-0.831096774,-0.020635785
-0.830903226,-0.019591335
-0.830709677,-0.018546293
-0.830516129,-0.017500657
-0.830322581,-0.016454432
-0.830129032,-0.015407615
-0.829935484,-0.014360208
-0.829741935,-0.013312213
-0.829548387,-0.012263629
-0.829354839,-0.011214457
-0.82916129,-0.010164699
-0.828967742,-0.009114356
-0.828774194,-0.008063429
-0.828580645,-0.007011916
-0.828387097,-0.005959821
-0.828193548,-0.004907143
-0.828,-0.003853884
-0.827806452,-0.002800044
-0.827612903,-0.001745625
-0.827419355,-6.91E-04
-0.827225806,3.65E-04
-0.827032258,0.001421103
-0.82683871,0.002477832
-0.826645161,0.003535137
-0.826451613,0.004593015
-0.826258065,0.005651469
-0.826064516,0.006710493
-0.825870968,0.00777009
-0.825677419,0.008830257
-0.825483871,0.009890994
-0.825290323,0.010952301
-0.825096774,0.012014175
-0.824903226,0.013076617
-0.824709677,0.014139625
-0.824516129,0.015203196
-0.824322581,0.016267333
-0.824129032,0.017332034
-0.823935484,0.018397297
-0.823741935,0.01946312
-0.823548387,0.020529505
-0.823354839,0.02159645
-0.82316129,0.02266395
-0.822967742,0.023732011
-0.822774194,0.024800629
-0.822580645,0.0258698
-0.822387097,0.026939528
-0.822193548,0.028009808
-0.822,0.029080642
-0.821806452,0.030152027
-0.821612903,0.031223962
-0.821419355,0.032296448
-0.821225806,0.033369482
-0.821032258,0.034443065
-0.82083871,0.035517192
-0.820645161,0.036591867
-0.820451613,0.037667086
-0.820258065,0.038742848
-0.820064516,0.039819152
-0.819870968,0.040895998
-0.819677419,0.041973385
-0.819483871,0.043051312
-0.819290323,0.044129777
-0.819096774,0.045208779
-0.818903226,0.046288316
-0.818709677,0.04736839
-0.818516129,0.048448998
-0.818322581,0.049530137
-0.818129032,0.050611811
-0.817935484,0.051694013
-0.817741935,0.052776747
-0.817548387,0.05386001
-0.817354839,0.0549438
-0.81716129,0.056028116
-0.816967742,0.057112958
-0.816774194,0.058198324
-0.816580645,0.059284213
-0.816387097,0.060370625
-0.816193548,0.061457556
-0.816,0.06254501
-0.815806452,0.063632979
-0.815612903,0.064721469
-0.815419355,0.065810474
-0.815225806,0.066899994
-0.815032258,0.067990029
-0.81483871,0.069080575
-0.814645161,0.070171636
-0.814451613,0.071263206
-0.814258065,0.072355286
-0.814064516,0.073447874
-0.813870968,0.07454097
-0.813677419,0.07563457
-0.813483871,0.076728676
-0.813290323,0.077823286
-0.813096774,0.078918398
-0.812903226,0.080014011
-0.812709677,0.081110126
-0.812516129,0.082206737
-0.812322581,0.083303848
-0.812129032,0.084401455
-0.811935484,0.085499556
-0.811741935,0.086598152
-0.811548387,0.08769724
-0.811354839,0.088796821
-0.81116129,0.089896891
-0.810967742,0.09099745
-0.810774194,0.092098497
-0.810580645,0.09320003
-0.810387097,0.09430205
-0.810193548,0.095404552
-0.81,0.096507537
-0.809806452,0.097611004
-0.809612903,0.098714952
-0.809419355,0.099819377
-0.809225806,0.100924282
-0.809032258,0.102029663
-0.80883871,0.103135516
-0.808645161,0.104241846
-0.808451613,0.105348648
-0.808258065,0.10645592
-0.808064516,0.107563661
-0.807870968,0.108671872
-0.807677419,0.10978055
-0.807483871,0.110889693
-0.807290323,0.111999303
-0.807096774,0.113109373
-0.806903226,0.114219907
-0.806709677,0.115330901
-0.806516129,0.116442352
-0.806322581,0.117554263
-0.806129032,0.11866663
-0.805935484,0.119779451
-0.805741935,0.120892728
-0.805548387,0.122006455
-0.805354839,0.123120634
-0.80516129,0.124235263
-0.804967742,0.125350339
-0.804774194,0.126465861
-0.804580645,0.127581829
-0.804387097,0.128698242
-0.804193548,0.129815095
-0.804,0.13093239
-0.803806452,0.132050126
-0.803612903,0.133168299
-0.803419355,0.13428691
-0.803225806,0.135405956
-0.803032258,0.136525434
-0.80283871,0.137645347
-0.802645161,0.13876569
-0.802451613,0.139886461
-0.802258065,0.141007663
-0.802064516,0.14212929
-0.801870968,0.143251341
-0.801677419,0.144373817
-0.801483871,0.145496714
-0.801290323,0.146620032
-0.801096774,0.147743771
-0.800903226,0.148867926
-0.800709677,0.149992497
-0.800516129,0.151117484
-0.800322581,0.152242882
-0.800129032,0.153368693
-0.799935484,0.154494914
-0.799741935,0.155621545
-0.799548387,0.156748581
-0.799354839,0.157876023
-0.79916129,0.159003869
-0.798967742,0.160132116
-0.798774194,0.161260766
-0.798580645,0.162389815
-0.798387097,0.163519261
-0.798193548,0.164649103
-0.798,0.165779339
-0.797806452,0.16690997
-0.797612903,0.16804099
-0.797419355,0.169172402
-0.797225806,0.170304202
-0.797032258,0.171436387
-0.79683871,0.172568958
-0.796645161,0.173701912
-0.796451613,0.174835248
-0.796258065,0.175968964
-0.796064516,0.177103059
-0.795870968,0.17823753
-0.795677419,0.179372375
-0.795483871,0.180507596
-0.795290323,0.181643189
-0.795096774,0.18277915
-0.794903226,0.183915482
-0.794709677,0.185052179
-0.794516129,0.186189242
-0.794322581,0.187326669
-0.794129032,0.188464457
-0.793935484,0.189602606
-0.793741935,0.190741114
-0.793548387,0.191879977
-0.793354839,0.193019196
-0.79316129,0.19415877
-0.792967742,0.195298693
-0.792774194,0.196438968
-0.792580645,0.19757959
-0.792387097,0.19872056
-0.792193548,0.199861872
-0.792,0.20100353
-0.791806452,0.202145528
-0.791612903,0.203287865
-0.791419355,0.204430541
-0.791225806,0.205573552
-0.791032258,0.206716897
-0.79083871,0.207860575
-0.790645161,0.209004585
-0.790451613,0.210148922
-0.790258065,0.211293587
-0.790064516,0.212438577
-0.789870968,0.21358389
-0.789677419,0.214729526
-0.789483871,0.21587548
-0.789290323,0.217021752
-0.789096774,0.218168341
-0.788903226,0.219315246
-0.788709677,0.220462461
-0.788516129,0.221609989
-0.788322581,0.222757823
-0.788129032,0.223905966
-0.787935484,0.225054413
-0.787741935,0.226203166
-0.787548387,0.227352217
-0.787354839,0.22850157
-0.78716129,0.229651219
-0.786967742,0.230801164
-0.786774194,0.231951404
-0.786580645,0.233101935
-0.786387097,0.234252756
-0.786193548,0.235403865
-0.786,0.236555261
-0.785806452,0.237706941
-0.785612903,0.238858903
-0.785419355,0.240011147
-0.785225806,0.241163667
-0.785032258,0.242316465
-0.78483871,0.243469537
-0.784645161,0.244622882
-0.784451613,0.245776497
-0.784258065,0.246930383
-0.784064516,0.248084533
-0.783870968,0.24923895
-0.783677419,0.250393629
-0.783483871,0.251548568
-0.783290323,0.252703766
-0.783096774,0.253859221
-0.782903226,0.255014931
-0.782709677,0.256170893
-0.782516129,0.257327109
-0.782322581,0.25848357
-0.782129032,0.259640278
-0.781935484,0.260797232
-0.781741935,0.261954429
-0.781548387,0.263111865
-0.781354839,0.264269541
-0.78116129,0.265427451
-0.780967742,0.266585598
-0.780774194,0.267743977
-0.780580645,0.268902585
-0.780387097,0.270061423
-0.780193548,0.271220486
-0.78,0.272379771
-0.779806452,0.27353928
-0.779612903,0.27469901
-0.779419355,0.275858956
-0.779225806,0.277019116
-0.779032258,0.278179491
-0.77883871,0.279340078
-0.778645161,0.280500874
-0.778451613,0.281661876
-0.778258065,0.282823084
-0.778064516,0.283984493
-0.777870968,0.285146105
-0.777677419,0.286307912
-0.777483871,0.287469918
-0.777290323,0.288632118
-0.777096774,0.289794509
-0.776903226,0.290957088
-0.776709677,0.292119857
-0.776516129,0.29328281
-0.776322581,0.294445947
-0.776129032,0.295609263
-0.775935484,0.296772758
-0.775741935,0.29793643
-0.775548387,0.299100276
-0.775354839,0.300264295
-0.77516129,0.301428482
-0.774967742,0.302592838
-0.774774194,0.303757358
-0.774580645,0.30492204
-0.774387097,0.306086884
-0.774193548,0.307251886
-0.774,0.308417044
-0.773806452,0.309582356
-0.773612903,0.310747819
-0.773419355,0.311913432
-0.773225806,0.31307919
-0.773032258,0.314245095
-0.77283871,0.315411141
-0.772645161,0.316577328
-0.772451613,0.317743651
-0.772258065,0.318910109
-0.772064516,0.320076701
-0.771870968,0.321243423
-0.771677419,0.322410274
-0.771483871,0.32357725
-0.771290323,0.32474435
-0.771096774,0.325911571
-0.770903226,0.32707891
-0.770709677,0.328246368
-0.770516129,0.329413937
-0.770322581,0.330581619
-0.770129032,0.33174941
-0.769935484,0.332917307
-0.769741935,0.334085309
